id,file_name,label,name_gui,short_code,name_short,collection_1,collection_2,collection_3,meas_rt60,fade_start,low_rt60,f_crossover,order_crossover,version,folder,gdrive_link,alternative_link,ghub_link,description,notes,source_dataset,citation,citation_link,name_short_original,name_src_original
AS-089,AS-089,"Concert Hall, openAIR","Concert Hall, openAIR - AS-089",Concert,Concert-AS-089,openAIR Library,,,1534,0,Yes,0,9,1.0.0,datasets,,,,Jack Lyons Concert Hall (University of York) - v2,,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,,
AS-090,AS-090,"Symphony Hall, openAIR","Symphony Hall, openAIR - AS-090",Hall,Hall-AS-090,openAIR Library,,,1578,0,Yes,0,9,1.0.0,datasets,,,,Usina del Arte Symphony Hall - v2,,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,,
AS-091,AS-091,"Theatre Hall, TA","Theatre Hall, TA - AS-091",Hall,Hall-AS-091,Theatre Acoustique IR Library,,,1347,0,Yes,100,9,1.0.0,datasets,,,,Athénée Theatre - Main Hall,,Theatre Acoustique Room IR Library,Attributed to www.lieuxperdus.com,https://www.lieuxperdus.com/convolver/download,,
AS-092,AS-092,"Historic Hall, TA","Historic Hall, TA - AS-092",Hall,Hall-AS-092,Theatre Acoustique IR Library,,,737,0,Yes,0,9,1.0.0,datasets,,,,Spesbourg Castle - Main Building,,Theatre Acoustique Room IR Library,Attributed to www.lieuxperdus.com,https://www.lieuxperdus.com/convolver/download,,
AS-093,AS-093,"Courtyard, TA","Courtyard, TA - AS-093",Courtyard,Courtyard-AS-093,Theatre Acoustique IR Library,,,762,0,Yes,0,9,1.0.0,datasets,,,,Spesbourg Castle - Upper Courtyard,,Theatre Acoustique Room IR Library,Attributed to www.lieuxperdus.com,https://www.lieuxperdus.com/convolver/download,,
AS-094,AS-094,"Music Salon, TA","Music Salon, TA - AS-094",Salon,Salon-AS-094,Theatre Acoustique IR Library,,,1343,0,Yes,0,9,1.0.0,datasets,,,,Singer-Polignac Foundation - Music Salon,,Theatre Acoustique Room IR Library,Attributed to www.lieuxperdus.com,https://www.lieuxperdus.com/convolver/download,,
AS-095,AS-095,"Gallery, TA","Gallery, TA - AS-095",Gallery,Gallery-AS-095,Theatre Acoustique IR Library,,,782,0,Yes,0,9,1.0.0,datasets,,,,IRCAM - Gallery A,,Theatre Acoustique Room IR Library,Attributed to www.lieuxperdus.com,https://www.lieuxperdus.com/convolver/download,,
AS-096,AS-096,"Barn, TA","Barn, TA - AS-096",Barn,Barn-AS-096,Theatre Acoustique IR Library,,,840,0,Yes,0,9,1.0.0,datasets,,,,Laubenheim - Barn,,Theatre Acoustique Room IR Library,Attributed to www.lieuxperdus.com,https://www.lieuxperdus.com/convolver/download,,
AS-097,AS-097,"Chapel, TA","Chapel, TA - AS-097",Chapel,Chapel-AS-097,Theatre Acoustique IR Library,,,1223,0,Yes,0,9,1.0.0,datasets,,,,Les Dominicains de Haute-Alsace - Neo-Gothic Chapel,,Theatre Acoustique Room IR Library,Attributed to www.lieuxperdus.com,https://www.lieuxperdus.com/convolver/download,,
AS-098,AS-098,"Cloister, TA","Cloister, TA - AS-098",Cloister,Cloister-AS-098,Theatre Acoustique IR Library,,,1338,0,Yes,0,9,1.0.0,datasets,,,,Les Dominicains de Haute-Alsace - Cloister,,Theatre Acoustique Room IR Library,Attributed to www.lieuxperdus.com,https://www.lieuxperdus.com/convolver/download,,
AS-099,AS-099,"Observatory, TA","Observatory, TA - AS-099",Observatory,Observatory-AS-099,Theatre Acoustique IR Library,,,1334,0,Yes,0,9,1.0.0,datasets,,,,Strasbourg Observatory,,Theatre Acoustique Room IR Library,Attributed to www.lieuxperdus.com,https://www.lieuxperdus.com/convolver/download,,
AS-100,AS-100,"Theatre Hall, TA","Theatre Hall, TA - AS-100",Theatre-Hall,Theatre-Hall-AS-100,Theatre Acoustique IR Library,,,1426,0,Yes,0,9,1.0.0,datasets,,,,Karlsruhe State Theatre - Main Hall,,Theatre Acoustique Room IR Library,Attributed to www.lieuxperdus.com,https://www.lieuxperdus.com/convolver/download,,
AS-101,AS-101,"Entrance, TA","Entrance, TA - AS-101",Entrance,Entrance-AS-101,Theatre Acoustique IR Library,,,1737,0,Yes,0,9,1.0.0,datasets,,,,ZKM Karlsruhe - Kubus Entrance,,Theatre Acoustique Room IR Library,Attributed to www.lieuxperdus.com,https://www.lieuxperdus.com/convolver/download,,
AS-102,AS-102,"Mezzanine, TA","Mezzanine, TA - AS-102",Mezzanine,Mezzanine-AS-102,Theatre Acoustique IR Library,,,1806,0,Yes,0,9,1.0.0,datasets,,,,ZKM Karlsruhe - Mezzanine (Rear),,Theatre Acoustique Room IR Library,Attributed to www.lieuxperdus.com,https://www.lieuxperdus.com/convolver/download,,
AS-103,AS-103,"Hall, TA","Hall, TA - AS-103",Hall,Hall-AS-103,Theatre Acoustique IR Library,,,2553,0,No,0,9,1.0.0,datasets,,,,Derived from multiple measurement locations,,Theatre Acoustique Room IR Library,Attributed to www.lieuxperdus.com,https://www.lieuxperdus.com/convolver/download,,
AS-104,AS-104,"Ballroom, C-IR","Ballroom, C-IR - AS-104",Ballroom,Ballroom-AS-104,Conners-IR-Library,,,1896,0,Yes,0,9,1.0.0,datasets,,,,Derived from multiple ballroom measurements,,Conners-IR-Library,Attributed to github.com/itsmusician/IR-Library,https://github.com/itsmusician/IR-Library,,
AS-105,AS-105,"Hotel Room, C-IR","Hotel Room, C-IR - AS-105",Hotel Room,Hotel Room-AS-105,Conners-IR-Library,Low Reverberation,,480,0,Yes,0,9,1.0.0,datasets,,,,Hotel Room 1,,Conners-IR-Library,Attributed to github.com/itsmusician/IR-Library,https://github.com/itsmusician/IR-Library,,
AS-106,AS-106,"Stairwell, C-IR","Stairwell, C-IR - AS-106",Stairwell,Stairwell-AS-106,Conners-IR-Library,,,1919,0,Yes,100,9,1.0.0,datasets,,,,MSB Brick Stairwell Upstairs,,Conners-IR-Library,Attributed to github.com/itsmusician/IR-Library,https://github.com/itsmusician/IR-Library,,
AS-107,AS-107,"Parking Garage, C-IR","Parking Garage, C-IR - AS-107",Parking Garage,Parking Garage-AS-107,Conners-IR-Library,,,3265,0,No,0,9,1.0.0,datasets,,,,Derived from multiple parking garage measurements,,Conners-IR-Library,Attributed to github.com/itsmusician/IR-Library,https://github.com/itsmusician/IR-Library,,
AS-108,AS-108,"Street, C-IR","Street, C-IR - AS-108",Street,Street-AS-108,Conners-IR-Library,,,1555,0,Yes,0,9,1.0.0,datasets,,,,Derived from multiple street measurements,,Conners-IR-Library,Attributed to github.com/itsmusician/IR-Library,https://github.com/itsmusician/IR-Library,,
AS-109,AS-109,"Living Room, C-IR","Living Room, C-IR - AS-109",Living Room,Living Room-AS-109,Conners-IR-Library,,,682,0,Yes,0,9,1.0.0,datasets,,,,Derived from multiple living room measurements,,Conners-IR-Library,Attributed to github.com/itsmusician/IR-Library,https://github.com/itsmusician/IR-Library,,
AS-110,AS-110,"Amphitheatre, C-IR","Amphitheatre, C-IR - AS-110",Amphitheatre,Amphitheatre-AS-110,Conners-IR-Library,,,904,0,Yes,100,9,1.0.0,datasets,,,,Derived from multiple amphitheatre measurements,,Conners-IR-Library,Attributed to github.com/itsmusician/IR-Library,https://github.com/itsmusician/IR-Library,,
AS-111,AS-111,"Coffee Shop, C-IR","Coffee Shop, C-IR - AS-111",Coffee Shop,Coffee Shop-AS-111,Conners-IR-Library,,,986,0,Yes,0,9,1.0.0,datasets,,,,Derived from multiple coffee shop measurements,,Conners-IR-Library,Attributed to github.com/itsmusician/IR-Library,https://github.com/itsmusician/IR-Library,,
AS-112,AS-112,"Hall, C-IR","Hall, C-IR - AS-112",Hall,Hall-AS-112,Conners-IR-Library,,,1443,0,Yes,0,9,1.0.0,datasets,,,,Derived from multiple measurement locations,,Conners-IR-Library,Attributed to github.com/itsmusician/IR-Library,https://github.com/itsmusician/IR-Library,,
AS-113,AS-113,"Hall, TA","Hall, TA - AS-113",Hall,Hall-AS-113,Theatre Acoustique IR Library,,,1519,0,Yes,0,9,1.0.0,datasets,,,,Derived from multiple measurement locations,,Theatre Acoustique Room IR Library,Attributed to www.lieuxperdus.com,https://www.lieuxperdus.com/convolver/download,,
AS-114,AS-114,"Tunnel, openAIR","Tunnel, openAIR - AS-114",Tunnel,Tunnel-AS-114,openAIR Library,,,1679,0,Yes,0,9,1.0.0,datasets,,,,Innocent Railway Tunnel - v2,,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,,
AS-115,AS-115,"Stone Monument, openAIR","Stone Monument, openAIR - AS-115",Monument,Monument-AS-115,openAIR Library,,,1531,0,Yes,0,9,1.0.0,datasets,,,,Tyndall Bruce Monument - v2,,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,,
AS-116,AS-116,"Auditorium, ODEON","Auditorium, ODEON - AS-116",Auditorium,Auditorium-AS-116,Research Datasets,,,1464,0,Yes,0,9,1.0.0,datasets,,,,Auditorium 21 at the Technical University of Denmark (DTU),,ODEON Impulse response downloads,Attributed to https://odeon.dk/downloads/impulse-responses/#gsc.tab=0,https://odeon.dk/downloads/impulse-responses/#gsc.tab=0,,
AS-117,AS-117,"Atrium, openAIR","Atrium, openAIR - AS-117",Atrium,Atrium-AS-117,openAIR Library,,,1386,0,Yes,0,9,1.0.0,datasets,,,,"Spring Lane Building, University of York - v2",,openAIR Library,Attributed to www.openairlib.net,https://www.openair.hosted.york.ac.uk/,,
